Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"C Kamhoua, K Kwiat, LL Njilla","… , & S., Tosh, D.(2017). ProvChain: A Blockchain-based Data Provenance Architecture in Cloud Environment with Enhanced Privacy and Availability. IEEE",,"ACM International Symposium on Cluster, Cloud, and …",,,"https://scholar.google.com/scholar?cites=15814048593114348362&as_sdt=2005&sciodt=0,5&hl=en",353,2022-05-23 9:55:50,CITATION,,,,,,,,5,0,2,3,,,,"https://scholar.google.com/scholar?q=related:SrtYtWjJdtsJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"O Nathan, A Pentland, G Zyskind",Decentralising Privacy: Using Blockchain to Protect Personal Data,2015,IEEE Security and Privacy …,academia.edu,https://www.academia.edu/download/38023706/ZNP15.pdf,"https://scholar.google.com/scholar?cites=6293415909717720720&as_sdt=2005&sciodt=0,5&hl=en",214,2022-05-23 9:55:50,PDF,,,,,,,,4,0.57,1,3,7,"… blockchain and offblockchain storage to construct a personal data management platform focused on privacy. 2) … Note that the same system could be used for other dataprivacy concerns, …",https://www.academia.edu/download/38023706/ZNP15.pdf,"https://scholar.google.com/scholar?q=related:kD6ECm20VlcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"A Ackerman Shrier, A Chang, N Diakun-Thibault, ...","Blockchain and health IT: Algorithms, privacy, and data",2016,,August,,"https://scholar.google.com/scholar?cites=12455748881602934232&as_sdt=2005&sciodt=0,5&hl=en",358,2022-05-23 9:55:50,CITATION,,,,,,,,4,0.67,1,4,6,,,"https://scholar.google.com/scholar?q=related:2HVpS52126wJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"R Samavi, TE Doyle, T Topologlou",The first workshop on blockchain & eHealth: towards provable privacy & security in data intensive health research,2017,Proceedings of the 27th Annual …,dl.acm.org,https://dl.acm.org/doi/abs/10.5555/3172795.3172850,"https://scholar.google.com/scholar?cites=14897625359484408289&as_sdt=2005&sciodt=0,5&hl=en",270,2022-05-23 9:55:50,,10.5555/3172795.3172850,,,,,,,4,0.8,1,3,5,"… We need to study the scalability of blockchain in multijurisdictional health research. Finally, … data, and complexity of applicable privacy policies, the governance of private blockchain …",,"https://scholar.google.com/scholar?q=related:4VHrXFX_vs4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,R Wolfson,“Blockchain-based ai voice assistant brings data privacy to smart homes,2018,… -ai-voice-assistant-brings-data-privacy-to-smarthomes …,,,"https://scholar.google.com/scholar?cites=14749801154840938038&as_sdt=2005&sciodt=0,5&hl=en",322,2022-05-23 9:55:50,CITATION,,,,,,,,4,1,4,1,4,,,"https://scholar.google.com/scholar?q=related:NsbwpQDSscwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,A Nagar,Privacy-preserving blockchain based federated learning with differential data sharing,2019,arXiv preprint arXiv:1912.04859,arxiv.org,https://arxiv.org/abs/1912.04859,"https://scholar.google.com/scholar?cites=15665317432553652964&as_sdt=2005&sciodt=0,5&hl=en",106,2022-05-23 9:55:50,,,,,,,,,4,1.33,4,1,3,"… world where data is becoming one of the most valuable assets, robust data privacy policies … an even bigger necessity to secure sensitive user data. In due course with the ever-evolving …",https://arxiv.org/pdf/1912.04859.pdf?ref=https://githubhelp.com,"https://scholar.google.com/scholar?q=related:5EIY3TRjZtkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"J Li, N Li, J Peng, Z Wu, H Cui",Privacy protection of occupant behavior data and using blockchain for securely transferring temperature records in HVAC systems,2019,arXiv preprint arXiv:1904.04715,arxiv.org,https://arxiv.org/abs/1904.04715,"https://scholar.google.com/scholar?cites=14561491182176660266&as_sdt=2005&sciodt=0,5&hl=en",164,2022-05-23 9:55:50,,,,,,,,,4,1.33,1,5,3,"… privacy issue when using occupant behavior data, and methods to protect data privacy with blockchain … Both two options of using blockchain for privacy protection, sending data records …",https://arxiv.org/pdf/1904.04715,"https://scholar.google.com/scholar?q=related:KmufgRTPFMoJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"M Shen, X Tang, L Zhu, X Du, M Guizani","Privacy-preserving support vector machine training over blockchain-based encrypted IoT data in smart cities. IEEE Internet Things J. 6, 7702–7712 (2019)",2019,,,,"https://scholar.google.com/scholar?cites=8012216338908606952&as_sdt=2005&sciodt=0,5&hl=en",361,2022-05-23 9:55:50,CITATION,,,,,,,,4,1.33,1,5,3,,,"https://scholar.google.com/scholar?q=related:6HE6SE8cMW8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"Y Yang, L Wei, J Wu, C Long",Block-smpc: A blockchain-based secure multi-party computation for privacy-protected data sharing,2020,… International Conference on Blockchain …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3390566.3391664,"https://scholar.google.com/scholar?cites=3645457971581414571&as_sdt=2005&sciodt=0,5&hl=en",222,2022-05-23 9:55:50,,10.1145/3390566.3391664,,,,,,,4,2,1,4,2,"… blockchain technology and SMPC to achieve efficient and feasible privacy-protected data … According to the essential roles in SMPC (ie data provider, data aggregator and computing …",,"https://scholar.google.com/scholar?q=related:q-y577VElzIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"T Nóbrega, CES Pires, DC Nascimento",Blockchain-based privacy-preserving record linkage: enhancing data privacy in an untrusted environment,2021,Information Systems,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306437921000661,"https://scholar.google.com/scholar?cites=1481538219339096325&as_sdt=2005&sciodt=0,5&hl=en",13,2022-05-23 9:55:50,,,,,,,,,4,4,1,3,1,… ) Blockchain networks in order to provide auditability to PPRL. The Blockchain technology aims to provide shared data … The computations and the data sharing are possible due to an …,,"https://scholar.google.com/scholar?q=related:BSHfNCl7jxQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"SK Sharma, B Bhushan, A Khamparia, PN Astya, ...",Blockchain Technology for Data Privacy Management,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=CrsYEAAAQBAJ&oi=fnd&pg=PP1&dq=blockchain+data+privacy&ots=3_bErNbgAg&sig=-aM2j46nXXqrdHjVY6LCYdL8KHY,"https://scholar.google.com/scholar?cites=7081180731267912690&as_sdt=2005&sciodt=0,5&hl=en",21,2022-05-23 9:55:50,BOOK,,,,,,,,4,4,1,5,1,"… The maturity of blockchain technology and the establishment of its … privacy issues and challenges related to data-intensive technologies in the IoT, embracing the role of blockchain in all …",,"https://scholar.google.com/scholar?q=related:8pOQfVtoRWIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,M Tanrıverdi,A Systematic Review of Privacy-Preserving Healthcare Data Sharing on Blockchain,2021,,researchgate.net,https://www.researchgate.net/profile/Mustafa-Tanriverdi/publication/347559059_A_Systematic_Review_of_Privacy_Preserving_Healthcare_Data_Sharing_on_Blockchain/links/5fe1d7f8299bf14088339626/A-Systematic-Review-of-Privacy-Preserving-Healthcare-Data-Sharing-on-Blockchain.pdf,"https://scholar.google.com/scholar?cites=8296348877138616347&as_sdt=2005&sciodt=0,5&hl=en",138,2022-05-23 9:55:50,PDF,,,,,,,,4,4,4,1,1,"… (PKI) and encryption are used for data privacy. Within the scope of this study, blockchainbased studies on the privacy preserving data sharing of health data were examined. In this paper…",https://www.researchgate.net/profile/Mustafa-Tanriverdi/publication/347559059_A_Systematic_Review_of_Privacy_Preserving_Healthcare_Data_Sharing_on_Blockchain/links/5fe1d7f8299bf14088339626/A-Systematic-Review-of-Privacy-Preserving-Healthcare-Data-Sharing-on-Blockchain.pdf,"https://scholar.google.com/scholar?q=related:G-COClmNInMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"S Kranthi Kumar, K Ramana, G Dhiman, S Singh, ...",A Novel Blockchain and Bi-Linear Polynomial-Based QCP-ABE Framework for Privacy and Security over the Complex Cloud Data,2021,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/21/21/7300,"https://scholar.google.com/scholar?cites=2184723325417295578&as_sdt=2005&sciodt=0,5&hl=en",227,2022-05-23 9:55:50,,,,,,,,,4,4,1,5,1,"… Consequently, the key goal of the present contribution is to facilitate strict data privacy and security framework for cloud users’ data by combining the block chain technique with …",https://www.mdpi.com/1424-8220/21/21/7300/pdf,"https://scholar.google.com/scholar?q=related:2g4CEEqyUR4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
4,"T Li, H Wang, D He, J Yu",Blockchain-based privacy-preserving and rewarding private data sharing for IoT,2022,IEEE Internet of Things Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9698094/,"https://scholar.google.com/scholar?cites=1817425291077434205&as_sdt=2005&sciodt=0,5&hl=en",68,2022-05-23 9:55:50,,,,,,,,,4,4,1,4,1,… [34] constructed a large-scale health data privacy-preserving chain (named healthchain) to … 1) We propose a privacy-preserving incentive private data sharing scheme on the blockchain …,,
4,G Magyar,"Blockchain: solving the privacy and research availability tradeoff for EHR data, Nov. 2017",,IEEE,,,"https://scholar.google.com/scholar?cites=9196220309675185685&as_sdt=2005&sciodt=0,5&hl=en",363,2022-05-23 9:55:50,CITATION,,,,,,,,4,0,4,1,,,,"https://scholar.google.com/scholar?q=related:FRZs4qWJn38J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,A Lazarovich,"Invisible Ink: blockchain for data privacy (Doctoral dissertation, Massachusetts Institute of Technology)",2015,,,,"https://scholar.google.com/scholar?cites=5693092002161822805&as_sdt=2005&sciodt=0,5&hl=en",328,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.43,3,1,7,,,"https://scholar.google.com/scholar?q=related:VQx5PgPtAU8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"G Zyskind, O Nathan, A Pentland",Ieee. Decentralizing Privacy: Using Blockchain to Protect Personal Data,2015,,,,"https://scholar.google.com/scholar?cites=5610802577783798434&as_sdt=2005&sciodt=0,5&hl=en",364,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.43,1,3,7,,,"https://scholar.google.com/scholar?q=related:ojqmmTeT3U0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"G Zyskind, O Nathan, AS Pentland","Decentralizing privacy: Using blockchain to protect personal data. Proceedings-2015 IEEE Security and Privacy Workshops, SPW 2015, 180–184",2015,,,,"https://scholar.google.com/scholar?cites=3918241126120808590&as_sdt=2005&sciodt=0,5&hl=en",372,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.43,1,3,7,,,"https://scholar.google.com/scholar?q=related:juDBYotjYDYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"A Ackerman, A Chang, N Diakun-Thibault, ...","Blockchain and Health IT: Algorithms, Privacy and Data",2016,… of MIT's Experimental …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3209023,"https://scholar.google.com/scholar?cites=11342509622710430736&as_sdt=2005&sciodt=0,5&hl=en",190,2022-05-23 9:55:50,,,,,,,,,3,0.5,1,4,6,… ) opens new possibilities in addressing the current urgent issues around data privacy and the growing liabilities on the part of organizations who store or work on large amounts of data. …,https://www.academia.edu/download/51548710/1-78-blockchainandhealthitalgorithmsprivacydata_whitepaper.pdf,"https://scholar.google.com/scholar?q=related:EOwaG2iwaJ0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,M Ulieru,"Blockchain enhances privacy, security and conveyance of data",2016,… . Available: http://www. scientificamerican. com/article …,,,"https://scholar.google.com/scholar?cites=2529831482582791841&as_sdt=2005&sciodt=0,5&hl=en",365,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.5,3,1,6,,,"https://scholar.google.com/scholar?q=related:oXbybFTEGyMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"M Chanson, A Bogner, D Bilgeri, ...",Privacy preserving data certification in the Internet of Things: Leveraging blockchain technology to secure sensor data,2017,… Systems (ICIS 2017),research-collection.ethz.ch,https://www.research-collection.ethz.ch/handle/20.500.11850/224061,"https://scholar.google.com/scholar?cites=4168895375546581686&as_sdt=2005&sciodt=0,5&hl=en",350,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.6,1,4,5,Privacy preserving data certification in the Internet of Things: Leveraging blockchain technology to secure sensor data - Research Collection … Privacy preserving data …,,"https://scholar.google.com/scholar?q=related:tgI5nUHk2jkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,TW Center,The social benefits of blockchain for health data: Securing patient privacy & control,2017,,,,"https://scholar.google.com/scholar?cites=5889893531261649495&as_sdt=2005&sciodt=0,5&hl=en",360,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.6,3,1,5,,,"https://scholar.google.com/scholar?q=related:V8K47_UavVEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"JN Colloquium, BE Zrt",Blockchain: solving the privacy and research availability tradeoff for EHR data,2017,IEEE 30th Jubilee Neumann Colloquium,,,"https://scholar.google.com/scholar?cites=7842626995668362912&as_sdt=2005&sciodt=0,5&hl=en",362,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.6,2,2,5,,,"https://scholar.google.com/scholar?q=related:oKazVrOb1mwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,J Kaufmann,Blockchain Meets Data Privacy (Part 1) Blockchain And The Data Controller,2018,The Legal Evolution Ary,,,"https://scholar.google.com/scholar?cites=18237196958472493539&as_sdt=2005&sciodt=0,5&hl=en",326,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.75,3,1,4,,,"https://scholar.google.com/scholar?q=related:41mWSAKKF_0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,S Liao,Major Blockchain Group Says Europe Should Exempt Bitcoin from New Data Privacy Rule,2018,The Verge,,,"https://scholar.google.com/scholar?cites=17140946955780751666&as_sdt=2005&sciodt=0,5&hl=en",327,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.75,3,1,4,,,"https://scholar.google.com/scholar?q=related:MgEgjXDg4O0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"M Kolain, C Wirth",Privacy by blockchain design: A blockchain-enabled GDPR-compliant approach for handling personal data,2018,,dopus.uni-speyer.de,https://dopus.uni-speyer.de/frontdoor/index/index/docId/4132,"https://scholar.google.com/scholar?cites=14483013622763914921&as_sdt=2005&sciodt=0,5&hl=en",349,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.75,2,2,4,OPUS 4 | Privacy by BlockChain Design: A BlockChain-enabled GDPR-compliant Approach for Handling Personal Data … Privacy by BlockChain Design: A BlockChain-enabled GDPR-compliant …,,"https://scholar.google.com/scholar?q=related:qYb81ScA_sgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"N Kaaniche, M Laurent, N Kaaniche, M Laurent",A blockchain-based data usage auditing architecture with enhanced privacy and availability To cite this version Availability,2018,2017 IEEE 16th International …,,,"https://scholar.google.com/scholar?cites=10951550196287782424&as_sdt=2005&sciodt=0,5&hl=en",359,2022-05-23 9:55:50,CITATION,,,,,,,,3,0.75,1,4,4,,,"https://scholar.google.com/scholar?q=related:GL6XNeG4-5cJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"G Hogan, M Helfert",Transparent Cloud Privacy: Data Provenance Expression in Blockchain.,2019,CLOSER,scitepress.org,https://www.scitepress.org/Papers/2019/77334/77334.pdf,"https://scholar.google.com/scholar?cites=15594199997411843394&as_sdt=2005&sciodt=0,5&hl=en",206,2022-05-23 9:55:50,PDF,,,,,,,,3,1,2,2,3,… data provenance. This paper examines the W3C recommendation for data provenance PROV and if the blockchain … required to satisfy data provenance. The research shows that not all …,https://www.scitepress.org/Papers/2019/77334/77334.pdf,"https://scholar.google.com/scholar?q=related:Ql0hqka6adgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
3,"G Liu, Q Li",Blockchain data privacy protection mechanism based on searchable encryption [J],2019,Journal of Computer Applications,,,"https://scholar.google.com/scholar?cites=5020514137797184642&as_sdt=2005&sciodt=0,5&hl=en",315,2022-05-23 9:55:50,CITATION,,,,,,,,3,1,2,2,3,,,"https://scholar.google.com/scholar?q=related:gkw6LQJzrEUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
